"Iteration","geo_entity2","PlotID","Plot_Area","min_dist_km","r_Arid","r_Elev"
1,"Kaua'i Island",462,336.23,2.05874637080818,1.63070543183237,1096.66241836548
1,"Kaua'i Island",194,1000,2.05874637080818,1.63070543183237,1096.66241836548
1,"Kaua'i Island",282,1000,2.05874637080818,1.63070543183237,1096.66241836548
1,"Kaua'i Island",341,504.34,2.05874637080818,1.63070543183237,1096.66241836548
1,"Kaua'i Island",337,672.45,2.05874637080818,1.63070543183237,1096.66241836548
1,"Kaua'i Island",480,504.34,2.05874637080818,1.63070543183237,1096.66241836548
1,"Kaua'i Island",327,672.45,2.05874637080818,1.63070543183237,1096.66241836548
1,"Kaua'i Island",223,1000,2.05874637080818,1.63070543183237,1096.66241836548
1,"Kaua'i Island",196,1000,2.05874637080818,1.63070543183237,1096.66241836548
1,"Kaua'i Island",460,168.11,2.05874637080818,1.63070543183237,1096.66241836548
2,"Kaua'i Island",223,1000,3.91040981131921,0.753941032157194,1036.08219909668
2,"Kaua'i Island",194,1000,3.91040981131921,0.753941032157194,1036.08219909668
2,"Kaua'i Island",341,504.34,3.91040981131921,0.753941032157194,1036.08219909668
2,"Kaua'i Island",304,336.23,3.91040981131921,0.753941032157194,1036.08219909668
2,"Kaua'i Island",454,336.23,3.91040981131921,0.753941032157194,1036.08219909668
2,"Kaua'i Island",282,1000,3.91040981131921,0.753941032157194,1036.08219909668
2,"Kaua'i Island",337,672.45,3.91040981131921,0.753941032157194,1036.08219909668
2,"Kaua'i Island",409,504.34,3.91040981131921,0.753941032157194,1036.08219909668
2,"Kaua'i Island",218,1000,3.91040981131921,0.753941032157194,1036.08219909668
2,"Kaua'i Island",460,168.11,3.91040981131921,0.753941032157194,1036.08219909668
3,"Kaua'i Island",287,1000,1.05750938201913,0.753941032157194,934.226181030271
3,"Kaua'i Island",341,504.34,1.05750938201913,0.753941032157194,934.226181030271
3,"Kaua'i Island",308,672.45,1.05750938201913,0.753941032157194,934.226181030271
3,"Kaua'i Island",304,336.23,1.05750938201913,0.753941032157194,934.226181030271
3,"Kaua'i Island",337,672.45,1.05750938201913,0.753941032157194,934.226181030271
3,"Kaua'i Island",454,336.23,1.05750938201913,0.753941032157194,934.226181030271
3,"Kaua'i Island",194,1000,1.05750938201913,0.753941032157194,934.226181030271
3,"Kaua'i Island",230,1000,1.05750938201913,0.753941032157194,934.226181030271
3,"Kaua'i Island",218,1000,1.05750938201913,0.753941032157194,934.226181030271
3,"Kaua'i Island",327,672.45,1.05750938201913,0.753941032157194,934.226181030271
4,"Kaua'i Island",223,1000,3.02874365060073,0.753941032157194,1093.86017227173
4,"Kaua'i Island",230,1000,3.02874365060073,0.753941032157194,1093.86017227173
4,"Kaua'i Island",337,672.45,3.02874365060073,0.753941032157194,1093.86017227173
4,"Kaua'i Island",327,672.45,3.02874365060073,0.753941032157194,1093.86017227173
4,"Kaua'i Island",462,336.23,3.02874365060073,0.753941032157194,1093.86017227173
4,"Kaua'i Island",454,336.23,3.02874365060073,0.753941032157194,1093.86017227173
4,"Kaua'i Island",308,672.45,3.02874365060073,0.753941032157194,1093.86017227173
4,"Kaua'i Island",409,504.34,3.02874365060073,0.753941032157194,1093.86017227173
4,"Kaua'i Island",218,1000,3.02874365060073,0.753941032157194,1093.86017227173
4,"Kaua'i Island",460,168.11,3.02874365060073,0.753941032157194,1093.86017227173
5,"Kaua'i Island",308,672.45,1.14076675791476,0.582022041942952,1123.84454727173
5,"Kaua'i Island",223,1000,1.14076675791476,0.582022041942952,1123.84454727173
5,"Kaua'i Island",337,672.45,1.14076675791476,0.582022041942952,1123.84454727173
5,"Kaua'i Island",196,1000,1.14076675791476,0.582022041942952,1123.84454727173
5,"Kaua'i Island",409,504.34,1.14076675791476,0.582022041942952,1123.84454727173
5,"Kaua'i Island",462,336.23,1.14076675791476,0.582022041942952,1123.84454727173
5,"Kaua'i Island",230,1000,1.14076675791476,0.582022041942952,1123.84454727173
5,"Kaua'i Island",195,1000,1.14076675791476,0.582022041942952,1123.84454727173
5,"Kaua'i Island",287,1000,1.14076675791476,0.582022041942952,1123.84454727173
5,"Kaua'i Island",460,168.11,1.14076675791476,0.582022041942952,1123.84454727173
6,"Kaua'i Island",341,504.34,1.14076675791476,0.725451876898744,1043.69747161865
6,"Kaua'i Island",196,1000,1.14076675791476,0.725451876898744,1043.69747161865
6,"Kaua'i Island",223,1000,1.14076675791476,0.725451876898744,1043.69747161865
6,"Kaua'i Island",194,1000,1.14076675791476,0.725451876898744,1043.69747161865
6,"Kaua'i Island",287,1000,1.14076675791476,0.725451876898744,1043.69747161865
6,"Kaua'i Island",195,1000,1.14076675791476,0.725451876898744,1043.69747161865
6,"Kaua'i Island",327,672.45,1.14076675791476,0.725451876898744,1043.69747161865
6,"Kaua'i Island",282,1000,1.14076675791476,0.725451876898744,1043.69747161865
6,"Kaua'i Island",454,336.23,1.14076675791476,0.725451876898744,1043.69747161865
6,"Kaua'i Island",409,504.34,1.14076675791476,0.725451876898744,1043.69747161865
7,"Kaua'i Island",454,336.23,3.28704781321841,0.753941032157194,1013.71309661865
7,"Kaua'i Island",341,504.34,3.28704781321841,0.753941032157194,1013.71309661865
7,"Kaua'i Island",223,1000,3.28704781321841,0.753941032157194,1013.71309661865
7,"Kaua'i Island",195,1000,3.28704781321841,0.753941032157194,1013.71309661865
7,"Kaua'i Island",304,336.23,3.28704781321841,0.753941032157194,1013.71309661865
7,"Kaua'i Island",218,1000,3.28704781321841,0.753941032157194,1013.71309661865
7,"Kaua'i Island",327,672.45,3.28704781321841,0.753941032157194,1013.71309661865
7,"Kaua'i Island",308,672.45,3.28704781321841,0.753941032157194,1013.71309661865
7,"Kaua'i Island",409,504.34,3.28704781321841,0.753941032157194,1013.71309661865
7,"Kaua'i Island",337,672.45,3.28704781321841,0.753941032157194,1013.71309661865
8,"Kaua'i Island",337,672.45,2.34925168770688,0.338829175993308,1093.86017227173
8,"Kaua'i Island",327,672.45,2.34925168770688,0.338829175993308,1093.86017227173
8,"Kaua'i Island",462,336.23,2.34925168770688,0.338829175993308,1093.86017227173
8,"Kaua'i Island",295,1000,2.34925168770688,0.338829175993308,1093.86017227173
8,"Kaua'i Island",454,336.23,2.34925168770688,0.338829175993308,1093.86017227173
8,"Kaua'i Island",308,672.45,2.34925168770688,0.338829175993308,1093.86017227173
8,"Kaua'i Island",223,1000,2.34925168770688,0.338829175993308,1093.86017227173
8,"Kaua'i Island",195,1000,2.34925168770688,0.338829175993308,1093.86017227173
8,"Kaua'i Island",196,1000,2.34925168770688,0.338829175993308,1093.86017227173
8,"Kaua'i Island",460,168.11,2.34925168770688,0.338829175993308,1093.86017227173
9,"Kaua'i Island",308,672.45,2.70512207067027,0.753941032157194,1093.86017227173
9,"Kaua'i Island",337,672.45,2.70512207067027,0.753941032157194,1093.86017227173
9,"Kaua'i Island",230,1000,2.70512207067027,0.753941032157194,1093.86017227173
9,"Kaua'i Island",462,336.23,2.70512207067027,0.753941032157194,1093.86017227173
9,"Kaua'i Island",304,336.23,2.70512207067027,0.753941032157194,1093.86017227173
9,"Kaua'i Island",223,1000,2.70512207067027,0.753941032157194,1093.86017227173
9,"Kaua'i Island",218,1000,2.70512207067027,0.753941032157194,1093.86017227173
9,"Kaua'i Island",196,1000,2.70512207067027,0.753941032157194,1093.86017227173
9,"Kaua'i Island",409,504.34,2.70512207067027,0.753941032157194,1093.86017227173
9,"Kaua'i Island",454,336.23,2.70512207067027,0.753941032157194,1093.86017227173
10,"Kaua'i Island",308,672.45,2.34925168770688,1.63070543183237,1093.86017227173
10,"Kaua'i Island",462,336.23,2.34925168770688,1.63070543183237,1093.86017227173
10,"Kaua'i Island",337,672.45,2.34925168770688,1.63070543183237,1093.86017227173
10,"Kaua'i Island",480,504.34,2.34925168770688,1.63070543183237,1093.86017227173
10,"Kaua'i Island",196,1000,2.34925168770688,1.63070543183237,1093.86017227173
10,"Kaua'i Island",327,672.45,2.34925168770688,1.63070543183237,1093.86017227173
10,"Kaua'i Island",341,504.34,2.34925168770688,1.63070543183237,1093.86017227173
10,"Kaua'i Island",282,1000,2.34925168770688,1.63070543183237,1093.86017227173
10,"Kaua'i Island",195,1000,2.34925168770688,1.63070543183237,1093.86017227173
10,"Kaua'i Island",460,168.11,2.34925168770688,1.63070543183237,1093.86017227173
11,"Kaua'i Island",462,336.23,1.73659327482025,0.614578017798718,1096.66241836548
11,"Kaua'i Island",409,504.34,1.73659327482025,0.614578017798718,1096.66241836548
11,"Kaua'i Island",327,672.45,1.73659327482025,0.614578017798718,1096.66241836548
11,"Kaua'i Island",223,1000,1.73659327482025,0.614578017798718,1096.66241836548
11,"Kaua'i Island",196,1000,1.73659327482025,0.614578017798718,1096.66241836548
11,"Kaua'i Island",194,1000,1.73659327482025,0.614578017798718,1096.66241836548
11,"Kaua'i Island",230,1000,1.73659327482025,0.614578017798718,1096.66241836548
11,"Kaua'i Island",295,1000,1.73659327482025,0.614578017798718,1096.66241836548
11,"Kaua'i Island",460,168.11,1.73659327482025,0.614578017798718,1096.66241836548
11,"Kaua'i Island",195,1000,1.73659327482025,0.614578017798718,1096.66241836548
