"geo_entity2","index","value","Iteration"
"Hawai'i Island","beta_S",8,1
"Hawai'i Island","beta_S",1.33333333333333,1
"Hawai'i Island","beta_S",2.66666666666667,1
"Hawai'i Island","beta_S",2,1
"Hawai'i Island","beta_S",8,1
"Kaua'i Island","beta_S",2,1
"Kaua'i Island","beta_S",3.33333333333333,1
"Kaua'i Island","beta_S",1.76470588235294,1
"Kaua'i Island","beta_S",30,1
"Kaua'i Island","beta_S",15,1
"Maui Nui","beta_S",1.81818181818182,1
"Maui Nui","beta_S",3.33333333333333,1
"Maui Nui","beta_S",3.33333333333333,1
"Maui Nui","beta_S",10,1
"Maui Nui","beta_S",10,1
"O'ahu Island","beta_S",2,1
"O'ahu Island","beta_S",2.8,1
"O'ahu Island","beta_S",4.66666666666667,1
"O'ahu Island","beta_S",2.8,1
"O'ahu Island","beta_S",3.5,1
"Hawai'i Island","beta_S_PIE",3.10966207503492,1
"Hawai'i Island","beta_S_PIE",1.26420723430321,1
"Hawai'i Island","beta_S_PIE",1.21717127719512,1
"Hawai'i Island","beta_S_PIE",1.0089539792921,1
"Hawai'i Island","beta_S_PIE",3.10966207503492,1
"Kaua'i Island","beta_S_PIE",0.417327808360785,1
"Kaua'i Island","beta_S_PIE",1.13713994612693,1
"Kaua'i Island","beta_S_PIE",0.622447813619994,1
"Kaua'i Island","beta_S_PIE",4.09669627959937,1
"Kaua'i Island","beta_S_PIE",3.95384736983242,1
"Maui Nui","beta_S_PIE",0.882517304874628,1
"Maui Nui","beta_S_PIE",1.35043445555553,1
"Maui Nui","beta_S_PIE",1.1633004774846,1
"Maui Nui","beta_S_PIE",1.83283997638755,1
"Maui Nui","beta_S_PIE",2.09195223818834,1
"O'ahu Island","beta_S_PIE",1.15853370006814,1
"O'ahu Island","beta_S_PIE",2.68704905971963,1
"O'ahu Island","beta_S_PIE",2.71034368786871,1
"O'ahu Island","beta_S_PIE",1.82090803467177,1
"O'ahu Island","beta_S_PIE",1.15346209466171,1
"Hawai'i Island","beta_S",8,2
"Hawai'i Island","beta_S",8,2
"Hawai'i Island","beta_S",1.14285714285714,2
"Hawai'i Island","beta_S",8,2
"Hawai'i Island","beta_S",4,2
"Kaua'i Island","beta_S",1.6,2
"Kaua'i Island","beta_S",2.66666666666667,2
"Kaua'i Island","beta_S",4,2
"Kaua'i Island","beta_S",24,2
"Kaua'i Island","beta_S",8,2
"Maui Nui","beta_S",3,2
"Maui Nui","beta_S",2.25,2
"Maui Nui","beta_S",3,2
"Maui Nui","beta_S",1.8,2
"Maui Nui","beta_S",1.8,2
"O'ahu Island","beta_S",2.71428571428571,2
"O'ahu Island","beta_S",1.58333333333333,2
"O'ahu Island","beta_S",19,2
"O'ahu Island","beta_S",9.5,2
"O'ahu Island","beta_S",19,2
"Hawai'i Island","beta_S_PIE",2.70760545539444,2
"Hawai'i Island","beta_S_PIE",2.70760545539444,2
"Hawai'i Island","beta_S_PIE",1.17196722861584,2
"Hawai'i Island","beta_S_PIE",2.70760545539444,2
"Hawai'i Island","beta_S_PIE",2.46388640774864,2
"Kaua'i Island","beta_S_PIE",0.399536019143719,2
"Kaua'i Island","beta_S_PIE",1.08866065999628,2
"Kaua'i Island","beta_S_PIE",2.00529086961992,2
"Kaua'i Island","beta_S_PIE",3.9220432724603,2
"Kaua'i Island","beta_S_PIE",1.91283985603906,2
"Maui Nui","beta_S_PIE",1.84336940036598,2
"Maui Nui","beta_S_PIE",1.91685433770858,2
"Maui Nui","beta_S_PIE",1.98693740955025,2
"Maui Nui","beta_S_PIE",1.08800737702214,2
"Maui Nui","beta_S_PIE",0.735560886399937,2
"O'ahu Island","beta_S_PIE",0.551372387985396,2
"O'ahu Island","beta_S_PIE",0.547934594633775,2
"O'ahu Island","beta_S_PIE",1.32906085915339,2
"O'ahu Island","beta_S_PIE",1.18959150973606,2
"O'ahu Island","beta_S_PIE",1.32906085915339,2
"Hawai'i Island","beta_S",9,3
"Hawai'i Island","beta_S",1.8,3
"Hawai'i Island","beta_S",4.5,3
"Hawai'i Island","beta_S",1.5,3
"Hawai'i Island","beta_S",9,3
"Kaua'i Island","beta_S",11.5,3
"Kaua'i Island","beta_S",1.4375,3
"Kaua'i Island","beta_S",7.66666666666667,3
"Kaua'i Island","beta_S",7.66666666666667,3
"Kaua'i Island","beta_S",11.5,3
"Maui Nui","beta_S",2.42857142857143,3
"Maui Nui","beta_S",4.25,3
"Maui Nui","beta_S",2.83333333333333,3
"Maui Nui","beta_S",3.4,3
"Maui Nui","beta_S",2.83333333333333,3
"O'ahu Island","beta_S",1.5,3
"O'ahu Island","beta_S",3.6,3
"O'ahu Island","beta_S",9,3
"O'ahu Island","beta_S",3.6,3
"O'ahu Island","beta_S",18,3
"Hawai'i Island","beta_S_PIE",2.57195833485819,3
"Hawai'i Island","beta_S_PIE",2.33810492315923,3
"Hawai'i Island","beta_S_PIE",2.23528955813663,3
"Hawai'i Island","beta_S_PIE",0.730376662955645,3
"Hawai'i Island","beta_S_PIE",2.57195833485819,3
"Kaua'i Island","beta_S_PIE",3.56514353897158,3
"Kaua'i Island","beta_S_PIE",0.618810436990746,3
"Kaua'i Island","beta_S_PIE",1.65262058468165,3
"Kaua'i Island","beta_S_PIE",1.68215915876644,3
"Kaua'i Island","beta_S_PIE",3.76778614751758,3
"Maui Nui","beta_S_PIE",1.21689113706625,3
"Maui Nui","beta_S_PIE",0.952357375020681,3
"Maui Nui","beta_S_PIE",2.26369886336799,3
"Maui Nui","beta_S_PIE",2.64922867730716,3
"Maui Nui","beta_S_PIE",1.45153555298709,3
"O'ahu Island","beta_S_PIE",1.30991067417149,3
"O'ahu Island","beta_S_PIE",2.55116309129705,3
"O'ahu Island","beta_S_PIE",2.84387704621669,3
"O'ahu Island","beta_S_PIE",1.7288234295155,3
"O'ahu Island","beta_S_PIE",3.17729711370416,3
"Hawai'i Island","beta_S",6,4
"Hawai'i Island","beta_S",1,4
"Hawai'i Island","beta_S",2,4
"Hawai'i Island","beta_S",6,4
"Hawai'i Island","beta_S",6,4
"Kaua'i Island","beta_S",1.33333333333333,4
"Kaua'i Island","beta_S",10,4
"Kaua'i Island","beta_S",6.66666666666667,4
"Kaua'i Island","beta_S",6.66666666666667,4
"Kaua'i Island","beta_S",10,4
"Maui Nui","beta_S",2.5,4
"Maui Nui","beta_S",1.25,4
"Maui Nui","beta_S",2,4
"Maui Nui","beta_S",2.5,4
"Maui Nui","beta_S",5,4
"O'ahu Island","beta_S",2.6,4
"O'ahu Island","beta_S",2.6,4
"O'ahu Island","beta_S",4.33333333333333,4
"O'ahu Island","beta_S",6.5,4
"O'ahu Island","beta_S",13,4
"Hawai'i Island","beta_S_PIE",2.87665597109497,4
"Hawai'i Island","beta_S_PIE",0.803424605745536,4
"Hawai'i Island","beta_S_PIE",1.04434764686791,4
"Hawai'i Island","beta_S_PIE",2.87665597109497,4
"Hawai'i Island","beta_S_PIE",2.87665597109497,4
"Kaua'i Island","beta_S_PIE",0.466873092028504,4
"Kaua'i Island","beta_S_PIE",4.18535398179811,4
"Kaua'i Island","beta_S_PIE",1.97479609339717,4
"Kaua'i Island","beta_S_PIE",2.2352264010096,4
"Kaua'i Island","beta_S_PIE",4.42324932578322,4
"Maui Nui","beta_S_PIE",1.50870224333879,4
"Maui Nui","beta_S_PIE",0.750446286787545,4
"Maui Nui","beta_S_PIE",1.37987322334892,4
"Maui Nui","beta_S_PIE",1.52382504013018,4
"Maui Nui","beta_S_PIE",1.91968051374571,4
"O'ahu Island","beta_S_PIE",1.70568728560957,4
"O'ahu Island","beta_S_PIE",2.11922102745309,4
"O'ahu Island","beta_S_PIE",2.13759302762989,4
"O'ahu Island","beta_S_PIE",2.36237505018523,4
"O'ahu Island","beta_S_PIE",2.6393431595173,4
"Hawai'i Island","beta_S",10,5
"Hawai'i Island","beta_S",1.66666666666667,5
"Hawai'i Island","beta_S",1.66666666666667,5
"Hawai'i Island","beta_S",2.5,5
"Hawai'i Island","beta_S",10,5
"Kaua'i Island","beta_S",1.44444444444444,5
"Kaua'i Island","beta_S",13,5
"Kaua'i Island","beta_S",6.5,5
"Kaua'i Island","beta_S",4.33333333333333,5
"Kaua'i Island","beta_S",4.33333333333333,5
"Maui Nui","beta_S",5.33333333333333,5
"Maui Nui","beta_S",2.66666666666667,5
"Maui Nui","beta_S",4,5
"Maui Nui","beta_S",8,5
"Maui Nui","beta_S",3.2,5
"O'ahu Island","beta_S",1.25,5
"O'ahu Island","beta_S",15,5
"O'ahu Island","beta_S",7.5,5
"O'ahu Island","beta_S",3.75,5
"O'ahu Island","beta_S",15,5
"Hawai'i Island","beta_S_PIE",5.91764122334598,5
"Hawai'i Island","beta_S_PIE",2.64456089586009,5
"Hawai'i Island","beta_S_PIE",1.75062750073463,5
"Hawai'i Island","beta_S_PIE",2.02685011769932,5
"Hawai'i Island","beta_S_PIE",5.91764122334598,5
"Kaua'i Island","beta_S_PIE",0.77202214777354,5
"Kaua'i Island","beta_S_PIE",2.78131136921573,5
"Kaua'i Island","beta_S_PIE",2.53995790329205,5
"Kaua'i Island","beta_S_PIE",1.17739627291869,5
"Kaua'i Island","beta_S_PIE",1.35648764419497,5
"Maui Nui","beta_S_PIE",2.49421750134757,5
"Maui Nui","beta_S_PIE",1.10479001766296,5
"Maui Nui","beta_S_PIE",1.31263170681233,5
"Maui Nui","beta_S_PIE",1.74065372539434,5
"Maui Nui","beta_S_PIE",0.923355122988364,5
"O'ahu Island","beta_S_PIE",0.487260044281971,5
"O'ahu Island","beta_S_PIE",1.18188969892903,5
"O'ahu Island","beta_S_PIE",1.05786423669574,5
"O'ahu Island","beta_S_PIE",0.407366276860339,5
"O'ahu Island","beta_S_PIE",1.18188969892903,5
"Hawai'i Island","beta_S",12,6
"Hawai'i Island","beta_S",2.4,6
"Hawai'i Island","beta_S",6,6
"Hawai'i Island","beta_S",2.4,6
"Hawai'i Island","beta_S",4,6
"Kaua'i Island","beta_S",3.55555555555556,6
"Kaua'i Island","beta_S",1.88235294117647,6
"Kaua'i Island","beta_S",32,6
"Kaua'i Island","beta_S",2,6
"Kaua'i Island","beta_S",16,6
"Maui Nui","beta_S",5,6
"Maui Nui","beta_S",2.14285714285714,6
"Maui Nui","beta_S",7.5,6
"Maui Nui","beta_S",3.75,6
"Maui Nui","beta_S",3,6
"O'ahu Island","beta_S",3.2,6
"O'ahu Island","beta_S",1.33333333333333,6
"O'ahu Island","beta_S",8,6
"O'ahu Island","beta_S",3.2,6
"O'ahu Island","beta_S",8,6
"Hawai'i Island","beta_S_PIE",2.5488056501749,6
"Hawai'i Island","beta_S_PIE",0.88734246292246,6
"Hawai'i Island","beta_S_PIE",2.21516755475347,6
"Hawai'i Island","beta_S_PIE",0.882177716364118,6
"Hawai'i Island","beta_S_PIE",2.30448308378408,6
"Kaua'i Island","beta_S_PIE",1.02932529171086,6
"Kaua'i Island","beta_S_PIE",0.563432213872531,6
"Kaua'i Island","beta_S_PIE",3.70827980092674,6
"Kaua'i Island","beta_S_PIE",0.587800584018859,6
"Kaua'i Island","beta_S_PIE",3.57897469981121,6
"Maui Nui","beta_S_PIE",3.93051179818819,6
"Maui Nui","beta_S_PIE",1.74249280172521,6
"Maui Nui","beta_S_PIE",2.37552433319765,6
"Maui Nui","beta_S_PIE",1.72152036874375,6
"Maui Nui","beta_S_PIE",1.21098297683863,6
"O'ahu Island","beta_S_PIE",1.38875082239462,6
"O'ahu Island","beta_S_PIE",0.885940650666602,6
"O'ahu Island","beta_S_PIE",1.92341839059721,6
"O'ahu Island","beta_S_PIE",1.1692667173671,6
"O'ahu Island","beta_S_PIE",1.15405438381235,6
"Hawai'i Island","beta_S",10,7
"Hawai'i Island","beta_S",2,7
"Hawai'i Island","beta_S",2.5,7
"Hawai'i Island","beta_S",3.33333333333333,7
"Hawai'i Island","beta_S",2,7
"Kaua'i Island","beta_S",2,7
"Kaua'i Island","beta_S",3.33333333333333,7
"Kaua'i Island","beta_S",1.76470588235294,7
"Kaua'i Island","beta_S",15,7
"Kaua'i Island","beta_S",15,7
"Maui Nui","beta_S",3.33333333333333,7
"Maui Nui","beta_S",1.66666666666667,7
"Maui Nui","beta_S",2.5,7
"Maui Nui","beta_S",2,7
"Maui Nui","beta_S",2,7
"O'ahu Island","beta_S",2.28571428571429,7
"O'ahu Island","beta_S",3.2,7
"O'ahu Island","beta_S",3.2,7
"O'ahu Island","beta_S",4,7
"O'ahu Island","beta_S",16,7
"Hawai'i Island","beta_S_PIE",2.181472706513,7
"Hawai'i Island","beta_S_PIE",1.27028444558638,7
"Hawai'i Island","beta_S_PIE",1.24124356724496,7
"Hawai'i Island","beta_S_PIE",1.51479629856882,7
"Hawai'i Island","beta_S_PIE",0.720564123984061,7
"Kaua'i Island","beta_S_PIE",0.403144853005463,7
"Kaua'i Island","beta_S_PIE",1.09849405489811,7
"Kaua'i Island","beta_S_PIE",0.601293820584481,7
"Kaua'i Island","beta_S_PIE",3.61405260782262,7
"Kaua'i Island","beta_S_PIE",3.81947520578144,7
"Maui Nui","beta_S_PIE",3.11068959638662,7
"Maui Nui","beta_S_PIE",1.88684973476267,7
"Maui Nui","beta_S_PIE",1.30162319387744,7
"Maui Nui","beta_S_PIE",1.10047747645543,7
"Maui Nui","beta_S_PIE",0.958397364228662,7
"O'ahu Island","beta_S_PIE",0.735020392619443,7
"O'ahu Island","beta_S_PIE",1.42258962871389,7
"O'ahu Island","beta_S_PIE",0.964033341927948,7
"O'ahu Island","beta_S_PIE",0.610671102950223,7
"O'ahu Island","beta_S_PIE",1.77173695273244,7
"Hawai'i Island","beta_S",5,8
"Hawai'i Island","beta_S",5,8
"Hawai'i Island","beta_S",2.5,8
"Hawai'i Island","beta_S",1.25,8
"Hawai'i Island","beta_S",2.5,8
"Kaua'i Island","beta_S",20,8
"Kaua'i Island","beta_S",10,8
"Kaua'i Island","beta_S",1.25,8
"Kaua'i Island","beta_S",6.66666666666667,8
"Kaua'i Island","beta_S",10,8
"Maui Nui","beta_S",1.375,8
"Maui Nui","beta_S",2.75,8
"Maui Nui","beta_S",1.83333333333333,8
"Maui Nui","beta_S",3.66666666666667,8
"Maui Nui","beta_S",3.66666666666667,8
"O'ahu Island","beta_S",1.42857142857143,8
"O'ahu Island","beta_S",2,8
"O'ahu Island","beta_S",10,8
"O'ahu Island","beta_S",2,8
"O'ahu Island","beta_S",10,8
"Hawai'i Island","beta_S_PIE",1.1984419720084,8
"Hawai'i Island","beta_S_PIE",1.1984419720084,8
"Hawai'i Island","beta_S_PIE",0.792830780484894,8
"Hawai'i Island","beta_S_PIE",0.671941593170848,8
"Hawai'i Island","beta_S_PIE",1.17167216749432,8
"Kaua'i Island","beta_S_PIE",3.1955710350202,8
"Kaua'i Island","beta_S_PIE",2.91826941627878,8
"Kaua'i Island","beta_S_PIE",0.506530958151863,8
"Kaua'i Island","beta_S_PIE",1.55852835217603,8
"Kaua'i Island","beta_S_PIE",3.08414372694548,8
"Maui Nui","beta_S_PIE",0.517474297502091,8
"Maui Nui","beta_S_PIE",1.53066147079641,8
"Maui Nui","beta_S_PIE",0.732000932187382,8
"Maui Nui","beta_S_PIE",1.14274314623446,8
"Maui Nui","beta_S_PIE",1.92517578004506,8
"O'ahu Island","beta_S_PIE",0.532302366714445,8
"O'ahu Island","beta_S_PIE",1.23459729646402,8
"O'ahu Island","beta_S_PIE",1.53760551021759,8
"O'ahu Island","beta_S_PIE",0.836638292324275,8
"O'ahu Island","beta_S_PIE",1.53760551021759,8
"Hawai'i Island","beta_S",1.33333333333333,9
"Hawai'i Island","beta_S",4,9
"Hawai'i Island","beta_S",2,9
"Hawai'i Island","beta_S",2,9
"Hawai'i Island","beta_S",4,9
"Kaua'i Island","beta_S",1.6,9
"Kaua'i Island","beta_S",2.66666666666667,9
"Kaua'i Island","beta_S",24,9
"Kaua'i Island","beta_S",4,9
"Kaua'i Island","beta_S",8,9
"Maui Nui","beta_S",1.75,9
"Maui Nui","beta_S",2.8,9
"Maui Nui","beta_S",2.33333333333333,9
"Maui Nui","beta_S",3.5,9
"Maui Nui","beta_S",14,9
"O'ahu Island","beta_S",1.33333333333333,9
"O'ahu Island","beta_S",8,9
"O'ahu Island","beta_S",3.2,9
"O'ahu Island","beta_S",4,9
"O'ahu Island","beta_S",4,9
"Hawai'i Island","beta_S_PIE",0.640063647556509,9
"Hawai'i Island","beta_S_PIE",1.21964884022579,9
"Hawai'i Island","beta_S_PIE",1.17564121629703,9
"Hawai'i Island","beta_S_PIE",0.678090239817103,9
"Hawai'i Island","beta_S_PIE",1.21964884022579,9
"Kaua'i Island","beta_S_PIE",0.518152729805141,9
"Kaua'i Island","beta_S_PIE",1.4118689324119,9
"Kaua'i Island","beta_S_PIE",5.08644360124181,9
"Kaua'i Island","beta_S_PIE",2.600633956292,9
"Kaua'i Island","beta_S_PIE",2.15321441705461,9
"Maui Nui","beta_S_PIE",0.896916988900058,9
"Maui Nui","beta_S_PIE",1.61212743750269,9
"Maui Nui","beta_S_PIE",1.38605157758081,9
"Maui Nui","beta_S_PIE",1.51588021331806,9
"Maui Nui","beta_S_PIE",3.96795413390522,9
"O'ahu Island","beta_S_PIE",1.38232706896117,9
"O'ahu Island","beta_S_PIE",3.00109641008087,9
"O'ahu Island","beta_S_PIE",1.82439877099642,9
"O'ahu Island","beta_S_PIE",1.15567331673128,9
"O'ahu Island","beta_S_PIE",1.1322937590539,9
"Hawai'i Island","beta_S",4.5,10
"Hawai'i Island","beta_S",1.28571428571429,10
"Hawai'i Island","beta_S",3,10
"Hawai'i Island","beta_S",9,10
"Hawai'i Island","beta_S",9,10
"Kaua'i Island","beta_S",1.6,10
"Kaua'i Island","beta_S",2.66666666666667,10
"Kaua'i Island","beta_S",12,10
"Kaua'i Island","beta_S",8,10
"Kaua'i Island","beta_S",12,10
"Maui Nui","beta_S",1.6,10
"Maui Nui","beta_S",2,10
"Maui Nui","beta_S",2,10
"Maui Nui","beta_S",2.66666666666667,10
"Maui Nui","beta_S",8,10
"O'ahu Island","beta_S",7,10
"O'ahu Island","beta_S",2.33333333333333,10
"O'ahu Island","beta_S",3.5,10
"O'ahu Island","beta_S",1.75,10
"O'ahu Island","beta_S",1.75,10
"Hawai'i Island","beta_S_PIE",1.5936454342041,10
"Hawai'i Island","beta_S_PIE",2.1770236708281,10
"Hawai'i Island","beta_S_PIE",1.50656781440053,10
"Hawai'i Island","beta_S_PIE",2.99980317026655,10
"Hawai'i Island","beta_S_PIE",2.99980317026655,10
"Kaua'i Island","beta_S_PIE",0.410318504324958,10
"Kaua'i Island","beta_S_PIE",1.11804090826267,10
"Kaua'i Island","beta_S_PIE",3.67836188292697,10
"Kaua'i Island","beta_S_PIE",1.96446265451923,10
"Kaua'i Island","beta_S_PIE",3.8874398173732,10
"Maui Nui","beta_S_PIE",0.601913042266017,10
"Maui Nui","beta_S_PIE",1.28297266898885,10
"Maui Nui","beta_S_PIE",0.705952570886016,10
"Maui Nui","beta_S_PIE",1.75219228956646,10
"Maui Nui","beta_S_PIE",1.98928005447412,10
"O'ahu Island","beta_S_PIE",3.10096357858658,10
"O'ahu Island","beta_S_PIE",2.5114574816157,10
"O'ahu Island","beta_S_PIE",2.77555382033984,10
