"geo_entity2","PlotID","SPP_CODE3A","Abundance_ha","r_PET","meanPET","meanMAP","totPlotArea","Iteration"
"O'ahu Island",461,"HIBTIL",3619,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",461,"LEULEU",771,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",461,"SYZCUM",357,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",461,"TREORI",59,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",359,"CHROLI",771,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",359,"HELPOP",1604,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",359,"PSICAT",1542,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",359,"PSYKAD",59,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",359,"SCHACT",119,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",359,"SCHTER",59,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",359,"TOOCIL",59,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"ALEMOL",70,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"ANTPUL",80,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"DIOSAN",10,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"GREROB",80,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"NESSAN",30,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"PISSAN",110,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"POUSAN",30,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"RAUSAN",40,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"SAPOAH",480,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"SCHTER",210,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",141,"TREORI",10,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",50,"ACAKOA",70,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",50,"CORFRU",10,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",50,"METPOL",460,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",50,"PSICAT",40,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",50,"PSYHEX",20,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",50,"SCAGAU",20,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",50,"WIKOAH",10,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",456,"GREROB",59,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",456,"PSICAT",771,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",456,"SCHACT",59,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",464,"LEULEU",5873,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",464,"PROPAL",178,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"ALEMOL",70,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"CORFRU",110,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"DIOSAN",1420,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"GREROB",10,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"LEULEU",20,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"NESSAN",30,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"REYSAN",10,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"PSIGUA",30,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"PSYODO",110,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"SAPOAH",20,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",173,"SCHTER",120,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",1,"ACAKOA",120,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",1,"CORFRU",30,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",1,"DIOSAN",30,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",1,"METPOL",340,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",1,"NESSAN",10,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",1,"PSICAT",60,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",1,"PSYODO",140,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",1,"STYTAM",10,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",1,"WIKOAH",10,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",297,"ACACON",5935,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",297,"GREROB",119,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",297,"SCHTER",1187,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",297,"SYZCUM",59,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",376,"CASEQU",5399,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",376,"EUCROB",297,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",376,"FICMIC",771,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",376,"LEULEU",830,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",376,"SCHTER",3974,144.25634765625,1334.40726318359,1651.22698974609,6857.93,1
"O'ahu Island",374,"CASEQU",1068,102.01574707031,1322.33547363281,2054.95735473633,7353.58,2
"O'ahu Island",374,"EUCROB",59,102.01574707031,1322.33547363281,2054.95735473633,7353.58,2
"O'ahu Island",374,"SYZCUM",59,102.01574707031,1322.33547363281,2054.95735473633,7353.58,2
"O'ahu Island",440,"CLUROS",59,102.01574707031,1322.33547363281,2054.95735473633,7353.58,2
"O'ahu Island",440,"LEULEU",10321,102.01574707031,1322.33547363281,2054.95735473633,7353.58,2
