"geo_entity2","index","value","Iteration"
"Hawai'i Island","beta_S",2.25,1
"Hawai'i Island","beta_S",1.5,1
"Hawai'i Island","beta_S",1.5,1
"Hawai'i Island","beta_S",4.5,1
"Hawai'i Island","beta_S",2.25,1
"Hawai'i Island","beta_S",1.8,1
"Hawai'i Island","beta_S",3,1
"Hawai'i Island","beta_S",3,1
"Hawai'i Island","beta_S",9,1
"Kaua'i Island","beta_S",2.26666666666667,1
"Kaua'i Island","beta_S",3.77777777777778,1
"Kaua'i Island","beta_S",2,1
"Kaua'i Island","beta_S",5.66666666666667,1
"Kaua'i Island","beta_S",17,1
"Kaua'i Island","beta_S",34,1
"Kaua'i Island","beta_S",11.3333333333333,1
"Kaua'i Island","beta_S",11.3333333333333,1
"Kaua'i Island","beta_S",17,1
"Maui Nui","beta_S",4.25,1
"Maui Nui","beta_S",2.83333333333333,1
"Maui Nui","beta_S",8.5,1
"Maui Nui","beta_S",5.66666666666667,1
"Maui Nui","beta_S",3.4,1
"Maui Nui","beta_S",8.5,1
"Maui Nui","beta_S",17,1
"Maui Nui","beta_S",8.5,1
"Maui Nui","beta_S",8.5,1
"O'ahu Island","beta_S",5.2,1
"O'ahu Island","beta_S",3.71428571428571,1
"O'ahu Island","beta_S",2.16666666666667,1
"O'ahu Island","beta_S",5.2,1
"O'ahu Island","beta_S",13,1
"O'ahu Island","beta_S",5.2,1
"O'ahu Island","beta_S",6.5,1
"O'ahu Island","beta_S",26,1
"O'ahu Island","beta_S",26,1
"Hawai'i Island","beta_S_PIE",1.28391611446033,1
"Hawai'i Island","beta_S_PIE",2.26126634204208,1
"Hawai'i Island","beta_S_PIE",1.5581057016674,1
"Hawai'i Island","beta_S_PIE",3.33090083366119,1
"Hawai'i Island","beta_S_PIE",2.49781779255389,1
"Hawai'i Island","beta_S_PIE",0.963639950065791,1
"Hawai'i Island","beta_S_PIE",3.03773925844382,1
"Hawai'i Island","beta_S_PIE",3.46520271501033,1
"Hawai'i Island","beta_S_PIE",3.83258541629948,1
"Kaua'i Island","beta_S_PIE",0.49249548744209,1
"Kaua'i Island","beta_S_PIE",1.34195776278943,1
"Kaua'i Island","beta_S_PIE",0.734561017105823,1
"Kaua'i Island","beta_S_PIE",2.47185899887885,1
"Kaua'i Island","beta_S_PIE",4.41504979528249,1
"Kaua'i Island","beta_S_PIE",4.83457941383875,1
"Kaua'i Island","beta_S_PIE",2.0831745954573,1
"Kaua'i Island","beta_S_PIE",2.35789754154742,1
"Kaua'i Island","beta_S_PIE",4.66600103962835,1
"Maui Nui","beta_S_PIE",1.63254740581282,1
"Maui Nui","beta_S_PIE",1.20883265946164,1
"Maui Nui","beta_S_PIE",2.38640760608608,1
"Maui Nui","beta_S_PIE",1.74995768955051,1
"Maui Nui","beta_S_PIE",1.14122231754598,1
"Maui Nui","beta_S_PIE",1.26767709920053,1
"Maui Nui","beta_S_PIE",2.53130411182214,1
"Maui Nui","beta_S_PIE",1.46365686762801,1
"Maui Nui","beta_S_PIE",1.26737089684732,1
"O'ahu Island","beta_S_PIE",1.67598183804346,1
