"geo_entity2","index","value","Iteration"
"Hawai'i Island","beta_S",4.5,1
"Hawai'i Island","beta_S",1.8,1
"Hawai'i Island","beta_S",4.5,1
"Hawai'i Island","beta_S",3,1
"Hawai'i Island","beta_S",2.25,1
"Kaua'i Island","beta_S",2,1
"Kaua'i Island","beta_S",5,1
"Kaua'i Island","beta_S",15,1
"Kaua'i Island","beta_S",1.875,1
"Kaua'i Island","beta_S",30,1
"Maui Nui","beta_S",1.66666666666667,1
"Maui Nui","beta_S",1.66666666666667,1
"Maui Nui","beta_S",2.5,1
"Maui Nui","beta_S",3.33333333333333,1
"Maui Nui","beta_S",10,1
"O'ahu Island","beta_S",1.6,1
"O'ahu Island","beta_S",4,1
"O'ahu Island","beta_S",2,1
"O'ahu Island","beta_S",8,1
"O'ahu Island","beta_S",8,1
"Hawai'i Island","beta_S_PIE",1.4928426186792,1
"Hawai'i Island","beta_S_PIE",1.70324854634731,1
"Hawai'i Island","beta_S_PIE",1.87290182989175,1
"Hawai'i Island","beta_S_PIE",1.56994296295868,1
"Hawai'i Island","beta_S_PIE",1.47304912137489,1
"Kaua'i Island","beta_S_PIE",0.313358596564226,1
"Kaua'i Island","beta_S_PIE",1.57276216035261,1
"Kaua'i Island","beta_S_PIE",2.80915022144964,1
"Kaua'i Island","beta_S_PIE",0.487590880172345,1
"Kaua'i Island","beta_S_PIE",3.07608304792223,1
"Maui Nui","beta_S_PIE",1.06469473845605,1
"Maui Nui","beta_S_PIE",1.85106196510869,1
"Maui Nui","beta_S_PIE",1.77053594099218,1
"Maui Nui","beta_S_PIE",2.10715063651603,1
"Maui Nui","beta_S_PIE",3.04798173252504,1
"O'ahu Island","beta_S_PIE",1.78907760085412,1
"O'ahu Island","beta_S_PIE",1.48672664307484,1
"O'ahu Island","beta_S_PIE",0.934884113181805,1
"O'ahu Island","beta_S_PIE",2.7683795074854,1
"O'ahu Island","beta_S_PIE",2.7683795074854,1
"Hawai'i Island","beta_S",1.83333333333333,2
"Hawai'i Island","beta_S",1.83333333333333,2
"Hawai'i Island","beta_S",1.83333333333333,2
"Hawai'i Island","beta_S",1.83333333333333,2
"Hawai'i Island","beta_S",11,2
"Kaua'i Island","beta_S",11,2
"Kaua'i Island","beta_S",1.83333333333333,2
"Kaua'i Island","beta_S",5.5,2
"Kaua'i Island","beta_S",3.66666666666667,2
"Kaua'i Island","beta_S",5.5,2
"Maui Nui","beta_S",2.8,2
"Maui Nui","beta_S",3.5,2
"Maui Nui","beta_S",4.66666666666667,2
"Maui Nui","beta_S",1.55555555555556,2
"Maui Nui","beta_S",4.66666666666667,2
"O'ahu Island","beta_S",1.42857142857143,2
"O'ahu Island","beta_S",2,2
"O'ahu Island","beta_S",10,2
"O'ahu Island","beta_S",10,2
"O'ahu Island","beta_S",10,2
"Hawai'i Island","beta_S_PIE",1.54547716585956,2
"Hawai'i Island","beta_S_PIE",1.41030152910715,2
"Hawai'i Island","beta_S_PIE",0.743850529210768,2
"Hawai'i Island","beta_S_PIE",0.796395135465689,2
"Hawai'i Island","beta_S_PIE",2.61940539111734,2
"Kaua'i Island","beta_S_PIE",2.33631099346299,2
"Kaua'i Island","beta_S_PIE",1.19452611262116,2
"Kaua'i Island","beta_S_PIE",2.13357326262529,2
"Kaua'i Island","beta_S_PIE",0.989016866837868,2
"Kaua'i Island","beta_S_PIE",2.2548454769797,2
"Maui Nui","beta_S_PIE",1.22684753526841,2
"Maui Nui","beta_S_PIE",0.72354272939394,2
"Maui Nui","beta_S_PIE",1.47379017955902,2
"Maui Nui","beta_S_PIE",0.428676130298403,2
