"Iteration","geo_entity2","PlotID","Plot_Area","min_dist_km","r_Arid","r_Elev"
1,"Kaua'i Island",337,672.45,2.77861254395865,1.17847060366854,1069.83723449707
1,"Kaua'i Island",287,1000,2.77861254395865,1.17847060366854,1069.83723449707
1,"Kaua'i Island",223,1000,2.77861254395865,1.17847060366854,1069.83723449707
1,"Kaua'i Island",295,1000,2.77861254395865,1.17847060366854,1069.83723449707
1,"Kaua'i Island",339,672.45,2.77861254395865,1.17847060366854,1069.83723449707
1,"Kaua'i Island",454,336.23,2.77861254395865,1.17847060366854,1069.83723449707
1,"Kaua'i Island",304,336.23,2.77861254395865,1.17847060366854,1069.83723449707
1,"Kaua'i Island",523,672.45,2.77861254395865,1.17847060366854,1069.83723449707
1,"Kaua'i Island",196,1000,2.77861254395865,1.17847060366854,1069.83723449707
1,"Kaua'i Island",341,504.34,2.77861254395865,1.17847060366854,1069.83723449707
2,"Kaua'i Island",454,336.23,1.73659327482025,0.372703793165565,1096.66241836548
2,"Kaua'i Island",196,1000,1.73659327482025,0.372703793165565,1096.66241836548
2,"Kaua'i Island",462,336.23,1.73659327482025,0.372703793165565,1096.66241836548
2,"Kaua'i Island",282,1000,1.73659327482025,0.372703793165565,1096.66241836548
2,"Kaua'i Island",194,1000,1.73659327482025,0.372703793165565,1096.66241836548
2,"Kaua'i Island",230,1000,1.73659327482025,0.372703793165565,1096.66241836548
2,"Kaua'i Island",327,672.45,1.73659327482025,0.372703793165565,1096.66241836548
2,"Kaua'i Island",195,1000,1.73659327482025,0.372703793165565,1096.66241836548
2,"Kaua'i Island",341,504.34,1.73659327482025,0.372703793165565,1096.66241836548
2,"Kaua'i Island",337,672.45,1.73659327482025,0.372703793165565,1096.66241836548
3,"Kaua'i Island",460,168.11,1.05750938201913,1.11556934631224,1042.65510559082
3,"Kaua'i Island",194,1000,1.05750938201913,1.11556934631224,1042.65510559082
3,"Kaua'i Island",230,1000,1.05750938201913,1.11556934631224,1042.65510559082
3,"Kaua'i Island",339,672.45,1.05750938201913,1.11556934631224,1042.65510559082
3,"Kaua'i Island",341,504.34,1.05750938201913,1.11556934631224,1042.65510559082
3,"Kaua'i Island",308,672.45,1.05750938201913,1.11556934631224,1042.65510559082
3,"Kaua'i Island",337,672.45,1.05750938201913,1.11556934631224,1042.65510559082
3,"Kaua'i Island",295,1000,1.05750938201913,1.11556934631224,1042.65510559082
3,"Kaua'i Island",523,672.45,1.05750938201913,1.11556934631224,1042.65510559082
3,"Kaua'i Island",196,1000,1.05750938201913,1.11556934631224,1042.65510559082
4,"Kaua'i Island",409,504.34,3.28704781321841,0.662550619542443,1039.85285949707
4,"Kaua'i Island",523,672.45,3.28704781321841,0.662550619542443,1039.85285949707
4,"Kaua'i Island",282,1000,3.28704781321841,0.662550619542443,1039.85285949707
4,"Kaua'i Island",341,504.34,3.28704781321841,0.662550619542443,1039.85285949707
4,"Kaua'i Island",295,1000,3.28704781321841,0.662550619542443,1039.85285949707
4,"Kaua'i Island",195,1000,3.28704781321841,0.662550619542443,1039.85285949707
4,"Kaua'i Island",327,672.45,3.28704781321841,0.662550619542443,1039.85285949707
4,"Kaua'i Island",223,1000,3.28704781321841,0.662550619542443,1039.85285949707
4,"Kaua'i Island",304,336.23,3.28704781321841,0.662550619542443,1039.85285949707
4,"Kaua'i Island",308,672.45,3.28704781321841,0.662550619542443,1039.85285949707
5,"Kaua'i Island",454,336.23,3.51747460635571,1.17847060366854,877.657150268555
5,"Kaua'i Island",282,1000,3.51747460635571,1.17847060366854,877.657150268555
5,"Kaua'i Island",196,1000,3.51747460635571,1.17847060366854,877.657150268555
5,"Kaua'i Island",295,1000,3.51747460635571,1.17847060366854,877.657150268555
5,"Kaua'i Island",304,336.23,3.51747460635571,1.17847060366854,877.657150268555
5,"Kaua'i Island",337,672.45,3.51747460635571,1.17847060366854,877.657150268555
5,"Kaua'i Island",327,672.45,3.51747460635571,1.17847060366854,877.657150268555
5,"Kaua'i Island",339,672.45,3.51747460635571,1.17847060366854,877.657150268555
5,"Kaua'i Island",460,168.11,3.51747460635571,1.17847060366854,877.657150268555
5,"Kaua'i Island",521,336.23,3.51747460635571,1.17847060366854,877.657150268555
6,"Kaua'i Island",196,1000,1.14076675791476,0.61681468049112,1123.84454727173
6,"Kaua'i Island",230,1000,1.14076675791476,0.61681468049112,1123.84454727173
6,"Kaua'i Island",462,336.23,1.14076675791476,0.61681468049112,1123.84454727173
6,"Kaua'i Island",195,1000,1.14076675791476,0.61681468049112,1123.84454727173
6,"Kaua'i Island",304,336.23,1.14076675791476,0.61681468049112,1123.84454727173
6,"Kaua'i Island",409,504.34,1.14076675791476,0.61681468049112,1123.84454727173
6,"Kaua'i Island",337,672.45,1.14076675791476,0.61681468049112,1123.84454727173
6,"Kaua'i Island",287,1000,1.14076675791476,0.61681468049112,1123.84454727173
6,"Kaua'i Island",327,672.45,1.14076675791476,0.61681468049112,1123.84454727173
6,"Kaua'i Island",341,504.34,1.14076675791476,0.61681468049112,1123.84454727173
7,"Kaua'i Island",195,1000,3.28704781321841,1.17847060366854,1093.86017227173
7,"Kaua'i Island",339,672.45,3.28704781321841,1.17847060366854,1093.86017227173
7,"Kaua'i Island",454,336.23,3.28704781321841,1.17847060366854,1093.86017227173
7,"Kaua'i Island",327,672.45,3.28704781321841,1.17847060366854,1093.86017227173
7,"Kaua'i Island",223,1000,3.28704781321841,1.17847060366854,1093.86017227173
7,"Kaua'i Island",409,504.34,3.28704781321841,1.17847060366854,1093.86017227173
7,"Kaua'i Island",308,672.45,3.28704781321841,1.17847060366854,1093.86017227173
7,"Kaua'i Island",460,168.11,3.28704781321841,1.17847060366854,1093.86017227173
7,"Kaua'i Island",295,1000,3.28704781321841,1.17847060366854,1093.86017227173
7,"Kaua'i Island",462,336.23,3.28704781321841,1.17847060366854,1093.86017227173
8,"Kaua'i Island",194,1000,1.14076675791476,0.753941032157194,1123.84454727173
8,"Kaua'i Island",409,504.34,1.14076675791476,0.753941032157194,1123.84454727173
8,"Kaua'i Island",462,336.23,1.14076675791476,0.753941032157194,1123.84454727173
8,"Kaua'i Island",341,504.34,1.14076675791476,0.753941032157194,1123.84454727173
8,"Kaua'i Island",327,672.45,1.14076675791476,0.753941032157194,1123.84454727173
8,"Kaua'i Island",230,1000,1.14076675791476,0.753941032157194,1123.84454727173
8,"Kaua'i Island",287,1000,1.14076675791476,0.753941032157194,1123.84454727173
8,"Kaua'i Island",282,1000,1.14076675791476,0.753941032157194,1123.84454727173
8,"Kaua'i Island",454,336.23,1.14076675791476,0.753941032157194,1123.84454727173
8,"Kaua'i Island",218,1000,1.14076675791476,0.753941032157194,1123.84454727173
